series,genre,date_published,rate,award,english_lan
1,Fantasy,2011.0,4.11,1,1
0,Nonfiction,2012.0,3.69,0,1
0,Other,2004.0,3.62,0,1
1,Thriller,2008.0,3.69,0,1
1,Romance,2012.0,3.8,0,1
0,Fantasy,2011.0,3.99,5,1
0,Science Fiction,2015.0,3.55,2,1
0,Nonfiction,2008.0,4.18,1,1
1,Fantasy,2017.0,4.57,4,1
0,History,2005.0,4.19,2,1
0,Short Stories,2006.0,3.84,2,1
1,Mystery,2005.0,4.03,0,1
1,Fantasy,2003.0,4.23,1,1
1,Fantasy,2009.0,4.0,0,1
0,Other,2011.0,3.89,0,1
0,Fiction,2010.0,3.83,5,1
0,Fiction,2009.0,4.0,1,1
0,Nonfiction,2005.0,3.4,0,1
1,Other,2016.0,4.6,0,1
0,Nonfiction,2006.0,3.71,1,1
0,Fantasy,2011.0,3.64,3,1
1,Fantasy,2014.0,4.2,0,1
0,Fiction,2013.0,3.49,5,1
0,Horror,2012.0,3.63,1,1
1,Horror,2014.0,4.02,5,1
0,Fiction,2008.0,3.52,0,1
0,Horror,2004.0,3.56,0,1
0,Historical,2012.0,4.12,3,1
1,History,2016.0,4.1,3,1
1,Young Adult,2007.0,3.81,0,1
0,Other,2011.0,3.88,0,1
0,Historical,2002.0,3.88,0,1
0,Fantasy,2020.0,4.25,4,1
1,Mystery,2009.0,3.87,0,1
0,Other,2010.0,3.86,1,1
0,Fiction,2006.0,3.74,4,1
1,Sequential Art,2009.0,4.38,0,1
0,Other,2005.0,4.63,0,1
0,Nonfiction,2014.0,4.07,2,1
0,Religion,2009.0,3.79,0,1
0,Other,2002.0,4.07,0,1
0,Fiction,2005.0,3.79,4,1
1,Mystery,2011.0,3.61,2,1
1,Historical,2011.0,3.98,1,1
0,Nonfiction,2012.0,3.99,0,1
0,Horror,2010.0,3.93,3,1
1,Fantasy,2006.0,3.94,0,1
0,Fantasy,2004.0,4.78,0,1
1,Nonfiction,2013.0,4.45,5,0
1,Mystery,2009.0,4.0,1,1
1,Mystery,2007.0,4.09,0,1
0,Other,2006.0,4.01,0,1
0,Science,2009.0,3.93,0,1
0,Science Fiction,2008.0,3.68,1,1
1,Other,2006.0,4.25,0,1
0,Nonfiction,2010.0,3.8,2,1
1,Fiction,2012.0,4.08,1,1
0,Nonfiction,2012.0,3.97,2,1
1,Sequential Art,2006.0,4.47,0,1
0,History,2004.0,3.93,3,1
0,Other,2005.0,3.58,0,1
1,Fiction,2015.0,4.04,1,1
0,Fantasy,2011.0,3.7,5,1
1,Mystery,2003.0,4.22,1,1
1,Historical,2014.0,4.42,2,1
1,Young Adult,2014.0,4.4,2,1
1,Fantasy,2013.0,3.81,4,1
0,Fiction,2011.0,3.58,0,1
0,Nonfiction,2009.0,4.0,2,1
0,Fiction,2020.0,4.09,3,1
0,Fiction,2008.0,3.66,3,1
1,Fantasy,2010.0,4.18,0,1
0,Biography,2002.0,3.82,0,1
1,Fantasy,2010.0,4.1,3,1
0,Nonfiction,2014.0,4.16,1,1
0,Fiction,2011.0,3.67,5,1
0,Fiction,2004.0,3.43,6,1
1,Historical,2012.0,3.96,0,1
1,Fantasy,2009.0,3.95,2,1
0,Fiction,2013.0,3.83,2,1
0,Historical,2004.0,3.74,0,1
0,Historical,2002.0,3.71,0,1
1,Science Fiction,2007.0,4.07,3,1
0,Other,2009.0,4.28,0,0
1,Fantasy,2006.0,4.19,2,1
0,Fiction,2011.0,3.26,3,1
1,Fantasy,2011.0,4.38,3,1
0,Sequential Art,2009.0,4.31,2,1
0,Nonfiction,2006.0,3.93,0,1
1,Fantasy,2004.0,3.94,0,1
0,Other,2007.0,4.16,1,1
0,Fiction,2017.0,3.89,1,1
0,Other,2006.0,3.91,0,1
0,Historical,2011.0,4.15,5,1
0,Fiction,2002.0,3.92,0,1
0,Nonfiction,2006.0,3.95,0,1
0,Nonfiction,2011.0,4.12,5,1
1,Fantasy,2014.0,4.04,4,1
1,Fantasy,2013.0,4.25,4,1
0,Nonfiction,2013.0,4.21,3,1
1,Young Adult,2016.0,4.31,5,1
1,Mystery,2006.0,4.19,0,1
0,Fiction,2016.0,4.05,0,1
1,Sequential Art,2004.0,3.21,0,1
0,Biography,2005.0,4.17,0,1
0,Nonfiction,2006.0,4.14,0,1
0,Fiction,2010.0,3.44,1,1
0,Fiction,2005.0,3.32,3,1
0,Nonfiction,2012.0,4.19,5,1
1,Romance,2012.0,4.2,0,1
0,Nonfiction,2010.0,4.25,1,1
1,Fantasy,2005.0,4.27,0,1
1,Fantasy,2014.0,3.95,4,1
1,Horror,2002.0,4.34,1,1
0,History,2010.0,4.18,0,1
0,Fiction,2002.0,3.87,4,1
0,Other,2003.0,4.1,0,1
0,Other,2010.0,4.57,0,1
1,Other,2009.0,4.18,1,1
0,Fiction,2007.0,3.75,0,1
1,Mystery,2008.0,4.03,0,1
1,Science Fiction,2011.0,4.11,2,1
1,Historical,2013.0,3.91,0,1
0,Historical,2008.0,4.18,0,1
0,Sequential Art,2014.0,4.2,3,1
0,Science Fiction,2013.0,3.88,3,0
1,Romance,2010.0,4.16,3,1
1,Fantasy,2011.0,4.13,1,1
0,Historical,2003.0,3.93,0,1
1,Romance,2012.0,4.25,0,1
0,Historical,2004.0,3.91,0,1
1,Historical,2006.0,4.31,0,1
1,Fiction,2016.0,3.71,2,1
1,Fantasy,2008.0,4.28,0,1
1,Fantasy,2010.0,3.84,0,1
1,Historical,2009.0,4.28,0,1
0,Fiction,2008.0,3.72,1,1
0,Other,2004.0,4.23,0,1
0,Fiction,2013.0,3.31,5,1
0,History,2009.0,3.97,5,1
0,Fiction,2014.0,3.7,4,1
0,Fiction,2015.0,3.84,0,1
0,Other,2010.0,4.15,1,1
0,Other,2010.0,4.04,0,0
1,Fantasy,2016.0,4.21,3,1
0,Biography,2006.0,3.61,0,1
0,Historical,2009.0,4.13,1,1
1,Fiction,2003.0,4.04,0,1
0,Romance,2011.0,4.13,1,1
1,Fantasy,2006.0,3.79,1,1
0,Science,2008.0,4.06,0,1
1,Fantasy,2006.0,3.99,0,1
1,Fantasy,2010.0,4.03,0,1
1,Historical,2011.0,4.28,1,1
1,Fantasy,2006.0,4.0,0,1
0,Nonfiction,2007.0,4.16,0,1
0,Nonfiction,2013.0,4.56,2,1
0,Nonfiction,2019.0,4.73,2,1
0,Historical,2008.0,3.69,1,1
0,Poetry,2017.0,4.35,1,1
0,Fiction,2009.0,3.43,0,1
0,Other,2004.0,4.34,0,1
1,Horror,2005.0,4.03,0,1
0,Nonfiction,2010.0,4.18,1,1
1,Historical,2008.0,4.28,0,1
0,Nonfiction,2004.0,4.15,0,1
0,Fiction,2005.0,4.07,2,0
0,Other,2009.0,3.37,0,0
0,Short Stories,2008.0,3.98,1,1
1,Mystery,2012.0,3.95,0,1
0,Fiction,2005.0,3.97,0,1
1,Historical,2007.0,4.33,0,1
0,Romance,2015.0,4.04,0,0
0,Fiction,2003.0,3.93,4,1
1,Young Adult,2011.0,3.9,2,1
1,Young Adult,2012.0,4.1,0,1
1,Historical,2008.0,4.36,0,1
1,Mystery,2004.0,4.21,0,1
1,Sequential Art,2009.0,3.98,2,1
0,Other,2006.0,3.98,0,1
0,Fiction,2009.0,3.47,1,1
1,Historical,2006.0,4.27,0,1
0,Fantasy,2010.0,4.33,0,1
0,Historical,2017.0,4.28,1,1
0,Nonfiction,2007.0,4.22,0,1
0,Fantasy,2011.0,3.64,1,1
0,Historical,2007.0,4.07,2,1
1,Fantasy,2005.0,4.04,0,1
1,Fiction,2005.0,3.79,0,1
0,Historical,2011.0,3.96,1,1
1,Romance,2007.0,4.28,2,1
0,Nonfiction,2011.0,3.75,0,1
0,Fiction,2006.0,3.66,0,1
0,Nonfiction,2019.0,4.39,5,1
1,Fantasy,2009.0,3.82,0,1
1,Fantasy,2011.0,3.95,1,1
1,Science Fiction,2002.0,3.87,0,1
0,Nonfiction,2014.0,3.91,0,0
0,Historical,2014.0,4.18,2,1
1,Young Adult,2013.0,4.25,2,1
0,Mystery,2007.0,3.53,0,1
0,Nonfiction,2014.0,3.94,1,1
0,Fiction,2012.0,3.69,1,1
1,Childrens,2011.0,4.08,0,1
0,Historical,2003.0,4.2,2,1
1,Historical,2007.0,3.64,1,1
0,Science,2002.0,3.93,1,1
1,Fiction,2006.0,3.94,2,1
0,Nonfiction,2008.0,4.02,0,1
1,Historical,2011.0,4.03,0,1
0,Fiction,2009.0,3.87,1,1
1,Fantasy,2007.0,4.19,2,1
0,Fiction,2005.0,3.4,1,1
1,Romance,2013.0,4.35,0,1
0,Nonfiction,2013.0,4.2,1,1
1,Mystery,2007.0,3.94,0,1
0,Historical,2004.0,4.1,0,1
0,Nonfiction,2002.0,3.98,0,1
0,Historical,2012.0,4.36,0,1
0,Fiction,2008.0,3.75,1,1
0,Fantasy,2009.0,4.29,0,1
1,Young Adult,2014.0,4.1,3,1
1,Mystery,2005.0,4.03,0,1
1,Mystery,2004.0,3.97,0,1
1,Fantasy,2002.0,4.25,0,1
1,Mystery,2011.0,4.05,2,1
1,Fantasy,2007.0,4.03,0,1
1,Romance,2007.0,3.92,0,1
0,Historical,2012.0,3.69,3,1
1,Mystery,2011.0,4.04,2,1
0,Nonfiction,2016.0,3.91,1,0
1,Historical,2011.0,4.08,1,1
0,Biography,2012.0,3.89,0,1
1,Mystery,2002.0,3.98,0,1
1,Fantasy,2004.0,4.12,1,1
0,Fiction,2008.0,3.2,0,1
1,Fantasy,2006.0,3.92,5,1
0,Nonfiction,2008.0,3.91,0,1
0,Young Adult,2013.0,3.87,4,1
1,Fiction,2006.0,4.02,0,1
1,Other,2012.0,4.04,1,1
1,Romance,2015.0,4.03,0,1
1,Fantasy,2012.0,4.23,0,1
1,Science Fiction,2012.0,4.17,4,1
0,Fiction,2004.0,3.72,0,1
1,Historical,2011.0,3.84,3,1
1,Fantasy,2013.0,4.21,2,1
1,Romance,2011.0,3.99,1,1
0,Fiction,2005.0,3.27,0,1
1,Fantasy,2011.0,4.25,4,1
0,Other,2011.0,3.76,1,1
0,Historical,2016.0,3.77,1,1
0,Other,2004.0,4.14,1,1
0,Womens Fiction,2008.0,3.77,1,1
1,Fantasy,2003.0,4.07,3,1
0,Fiction,2019.0,4.25,5,1
1,Romance,2014.0,3.86,0,1
0,Other,2009.0,3.68,0,1
0,Mystery,2006.0,3.79,1,1
1,Mystery,2011.0,4.28,5,1
1,Fantasy,2014.0,4.13,0,1
1,Fantasy,2009.0,4.11,0,1
0,Fiction,2011.0,3.46,0,1
0,Nonfiction,2015.0,3.96,4,1
1,Fiction,2008.0,4.13,0,1
1,Fiction,2013.0,4.05,1,1
0,Nonfiction,2019.0,4.22,5,1
0,Nonfiction,2020.0,4.33,2,1
1,Mystery,2012.0,3.97,0,1
0,Fiction,2005.0,3.75,0,1
0,Other,2004.0,3.84,1,1
0,Fiction,2010.0,3.49,0,1
1,Romance,2014.0,3.75,0,1
0,Fiction,2006.0,3.19,0,1
1,Mystery,2006.0,3.69,1,1
0,Fiction,2007.0,3.51,0,1
1,Young Adult,2013.0,4.25,0,1
0,History,2004.0,3.97,2,1
0,History,2005.0,4.32,1,1
1,Fantasy,2007.0,4.16,0,1
1,Romance,2014.0,3.72,0,1
0,Fiction,2018.0,4.35,2,1
1,Romance,2010.0,4.17,1,1
1,Fantasy,2008.0,4.23,0,1
0,Nonfiction,2009.0,3.81,1,1
0,Historical,2010.0,3.91,1,1
1,Media Tie In,2010.0,3.6,0,1
1,Other,2013.0,4.35,0,1
0,Other,2012.0,4.41,0,1
1,Fantasy,2001.0,3.99,4,1
1,Fantasy,2011.0,3.67,2,1
1,Young Adult,2014.0,4.35,1,1
0,Childrens,2015.0,3.99,5,1
1,Mystery,2006.0,3.33,3,1
1,Fantasy,2008.0,4.13,2,1
1,Fantasy,2003.0,4.15,3,1
0,Historical,2019.0,4.14,0,0
0,Fiction,2011.0,3.5,0,1
1,Young Adult,2012.0,4.1,0,1
0,Religion,2005.0,3.82,0,1
1,Thriller,2007.0,3.89,0,1
0,Fiction,2003.0,3.45,0,1
0,History,2010.0,3.69,2,1
0,Other,2007.0,3.66,0,0
1,Fantasy,2016.0,4.4,1,0
0,Other,2006.0,4.14,2,1
1,Other,2012.0,4.09,0,1
0,Fiction,2011.0,3.72,0,1
1,Historical,2004.0,4.16,0,1
1,Fiction,2002.0,4.25,1,0
0,Mystery,2005.0,3.81,0,1
0,Other,2012.0,4.23,1,1
0,Fiction,2007.0,3.47,0,1
0,Fiction,2004.0,3.79,2,1
0,Fiction,2007.0,3.76,0,1
0,History,2005.0,3.9,2,1
1,Horror,2010.0,3.81,0,1
1,Fantasy,2006.0,4.14,1,1
1,Fantasy,2011.0,4.09,0,1
1,Fantasy,2011.0,4.2,0,1
1,Mystery,2010.0,3.97,0,1
1,Mystery,2010.0,3.98,1,1
0,Nonfiction,2008.0,3.71,2,1
1,Fantasy,2006.0,3.86,4,1
1,Young Adult,2008.0,3.93,5,1
0,Nonfiction,2012.0,4.0,1,1
1,Mystery,2005.0,4.0,0,1
1,Mystery,2006.0,3.97,0,1
0,Fiction,2008.0,3.71,1,0
1,Fiction,2009.0,3.31,2,1
0,Other,2002.0,4.42,0,1
0,Historical,2011.0,4.18,0,1
1,Fantasy,2003.0,4.14,0,1
1,Fantasy,2010.0,3.64,1,1
1,Thriller,2008.0,4.12,2,1
0,Historical,2011.0,3.82,5,1
0,Young Adult,2010.0,3.85,3,1
1,Mystery,2009.0,3.89,0,1
1,Fantasy,2008.0,4.06,0,1
1,Fantasy,2010.0,4.11,0,1
0,Young Adult,2008.0,3.49,2,1
0,History,2011.0,3.7,0,0
0,Science Fiction,2013.0,4.08,3,1
0,Other,2008.0,3.87,2,1
1,Fantasy,2007.0,3.98,0,1
1,Historical,2006.0,4.09,0,1
0,Other,2004.0,4.21,0,1
0,Fiction,2011.0,3.93,1,1
0,Fiction,2008.0,3.82,2,1
0,Fiction,2005.0,3.28,2,1
1,Fantasy,2008.0,4.2,0,1
0,Other,2019.0,4.24,0,1
1,Other,2012.0,4.04,0,1
1,Fantasy,2007.0,4.01,0,1
1,Fantasy,2009.0,4.2,1,1
1,Media Tie In,2010.0,3.71,0,1
0,Historical,2004.0,3.61,0,1
1,Fantasy,2009.0,4.28,1,1
0,Short Stories,2009.0,4.26,0,1
0,Fiction,2007.0,3.8,0,1
0,History,2017.0,3.79,0,1
1,Fantasy,2010.0,4.04,0,1
1,Horror,2004.0,3.8,1,1
0,History,2004.0,3.75,0,1
1,Fiction,2007.0,3.74,3,1
0,Nonfiction,2017.0,4.18,1,1
0,Fiction,2014.0,3.72,5,1
1,Historical,2007.0,3.78,0,1
1,History,2014.0,4.37,1,1
0,Mystery,2006.0,4.0,0,1
1,Mystery,2010.0,3.87,0,1
1,Historical,2010.0,3.93,2,1
0,Nonfiction,2003.0,3.8,0,1
1,Fantasy,2014.0,4.24,1,1
1,Mystery,2005.0,3.36,0,1
1,Fantasy,2005.0,3.79,0,1
0,Historical,2010.0,4.02,4,1
1,Fantasy,2006.0,4.15,0,1
0,Nonfiction,2011.0,4.21,1,1
1,Historical,2005.0,4.28,0,1
0,History,2007.0,4.16,3,1
1,Fantasy,2008.0,4.21,0,1
0,Fiction,2008.0,3.95,0,1
1,Fantasy,2007.0,3.71,0,1
1,Young Adult,2008.0,3.75,3,1
1,Fantasy,2008.0,3.69,0,1
0,Other,2005.0,3.79,1,1
1,Fantasy,2011.0,4.24,0,1
0,Fiction,2006.0,4.11,0,1
0,Fiction,2007.0,4.13,1,1
0,History,2009.0,4.1,3,1
1,Fantasy,2007.0,3.85,0,1
0,Historical,2011.0,3.94,1,1
1,Other,2014.0,4.44,0,1
1,Young Adult,2012.0,3.84,0,1
0,Historical,2008.0,3.64,0,1
1,Fantasy,2013.0,4.47,0,1
1,Young Adult,2015.0,4.07,2,1
0,Other,2012.0,3.8,2,1
1,Young Adult,2008.0,4.15,0,1
0,Nonfiction,2006.0,3.71,2,1
1,Womens Fiction,2005.0,3.76,0,1
0,Fiction,2004.0,3.72,2,1
1,Mystery,2008.0,4.03,0,1
1,Fiction,2004.0,4.16,0,1
0,Fiction,2010.0,4.14,5,1
0,Young Adult,2007.0,3.69,0,1
0,Young Adult,2009.0,3.91,1,1
1,Young Adult,2006.0,3.77,5,1
1,Young Adult,2013.0,3.59,0,1
0,Fantasy,2004.0,3.85,3,1
0,Nonfiction,2005.0,3.48,0,1
1,Fiction,2016.0,3.83,1,1
1,Fantasy,2008.0,4.1,0,1
1,Fantasy,2012.0,4.57,0,1
0,Fiction,2021.0,3.81,2,1
0,Nonfiction,2009.0,3.63,0,1
0,Fiction,2010.0,3.35,0,1
1,Science Fiction,2004.0,3.6,3,1
1,Science Fiction,2003.0,4.12,2,1
1,Fiction,2015.0,3.38,3,1
0,Fiction,2010.0,3.94,0,1
1,Other,2010.0,3.95,2,1
1,Fantasy,2010.0,3.53,0,1
0,Historical,2019.0,4.38,1,1
1,Historical,2016.0,3.78,1,1
1,Fantasy,2004.0,4.03,0,1
1,Fantasy,2009.0,4.15,0,1
0,Fiction,2012.0,3.62,3,1
1,Romance,2009.0,4.28,0,1
0,Nonfiction,2008.0,3.89,0,1
1,Childrens,2013.0,4.37,5,1
0,Young Adult,2011.0,3.58,0,1
1,Science Fiction,2005.0,4.01,0,1
0,Fiction,2010.0,3.83,0,1
1,Fantasy,2007.0,4.01,0,1
0,Romance,2004.0,3.93,3,1
1,Science Fiction,2013.0,3.82,2,1
1,Fantasy,2010.0,4.38,3,1
1,Historical,2010.0,4.09,3,1
1,Fantasy,2008.0,3.9,0,1
0,Short Stories,2007.0,4.1,1,1
1,Fantasy,2011.0,4.26,1,1
1,Historical,2013.0,3.9,1,1
1,Fantasy,2008.0,4.09,0,1
0,Other,2008.0,3.86,3,1
1,Mystery,2010.0,4.05,0,1
0,Romance,2005.0,4.15,0,1
1,Fantasy,2009.0,4.13,0,1
1,Historical,2010.0,4.35,1,1
0,Young Adult,2015.0,4.02,5,1
1,Fantasy,2012.0,3.89,0,1
1,Fantasy,2010.0,4.17,1,1
1,Fantasy,2006.0,4.02,1,1
0,Historical,2006.0,3.62,1,1
1,Other,2012.0,4.38,0,1
0,Science Fiction,2010.0,3.8,1,1
0,History,2005.0,4.08,4,1
0,Historical,2013.0,4.0,5,1
1,Romance,2009.0,4.35,2,1
1,Romance,2004.0,3.92,0,1
0,Fiction,2010.0,4.01,1,1
1,Fantasy,2002.0,4.16,0,1
0,Nonfiction,2006.0,4.06,0,1
0,Fiction,2010.0,4.07,4,1
1,Science Fiction,2010.0,4.28,1,1
0,History,2004.0,4.14,2,1
1,Fiction,2004.0,4.01,0,1
1,Biography,2010.0,4.01,0,1
1,Fiction,2001.0,3.96,0,1
1,Mystery,2009.0,3.94,0,1
1,Fantasy,2008.0,4.03,0,1
1,Other,2013.0,4.36,0,1
1,Science Fiction,2002.0,4.14,0,1
1,Romance,2010.0,4.05,0,1
1,Other,2009.0,4.07,0,1
1,Fantasy,2012.0,4.18,0,1
0,History,2010.0,4.36,5,0
1,Fiction,2016.0,3.61,1,1
1,Romance,2007.0,4.31,2,1
1,Mystery,2008.0,3.91,0,1
1,Young Adult,2020.0,3.81,2,1
0,Fiction,2007.0,4.02,0,1
1,Fantasy,2008.0,4.09,0,1
1,Fantasy,2004.0,4.07,0,1
1,Mystery,2007.0,3.83,0,1
1,Fiction,2012.0,4.01,0,1
1,Thriller,2010.0,4.18,1,0
0,Horror,2014.0,3.79,1,1
1,Fantasy,2007.0,3.75,1,1
1,Fantasy,2013.0,4.37,1,1
0,Childrens,2017.0,4.41,1,1
1,Fiction,2013.0,3.96,4,1
0,Historical,2007.0,3.61,2,1
0,Fiction,2006.0,3.56,2,1
0,Nonfiction,2013.0,4.01,0,1
1,Fantasy,2011.0,4.3,5,1
0,Young Adult,2005.0,3.58,2,1
1,Mystery,2006.0,4.12,3,1
1,Horror,2013.0,4.11,0,1
0,Fiction,2006.0,3.69,0,1
0,Fiction,2011.0,3.85,1,1
1,Young Adult,2013.0,4.1,0,0
1,Media Tie In,2010.0,3.43,0,1
1,Historical,2006.0,3.69,0,1
1,Romance,2005.0,3.58,0,1
0,Biography,2011.0,3.78,2,1
1,Historical,2007.0,3.86,0,1
0,Poetry,2011.0,4.03,1,1
1,Sequential Art,2013.0,4.27,0,1
0,Fiction,2005.0,3.71,1,1
1,Romance,2008.0,4.11,2,1
1,Fantasy,2017.0,4.25,4,1
1,Science Fiction,2010.0,3.98,2,1
1,Science Fiction,2006.0,3.98,2,1
1,Media Tie In,2001.0,3.41,0,1
1,Media Tie In,2010.0,3.33,0,1
0,Sequential Art,2014.0,4.14,2,1
0,Other,2009.0,3.84,0,0
1,Fiction,2005.0,4.06,0,1
1,Fantasy,2012.0,3.69,0,1
1,Horror,2011.0,4.1,4,1
1,Fiction,2004.0,4.05,1,1
0,Biography,2010.0,3.69,0,1
1,Science Fiction,2010.0,3.98,2,1
0,Other,2006.0,4.24,0,1
0,History,2012.0,4.28,1,1
0,Nonfiction,2012.0,3.48,0,1
1,Fantasy,2012.0,4.08,0,1
1,Fantasy,2002.0,3.76,0,1
0,Historical,2007.0,3.86,0,1
0,Fiction,2012.0,3.67,2,1
0,Fiction,2007.0,3.63,0,1
0,Young Adult,2016.0,3.69,1,1
0,Nonfiction,2016.0,3.9,5,1
1,Romance,2007.0,3.81,0,1
0,Historical,2006.0,4.0,3,1
0,Historical,2007.0,3.53,0,1
1,Mystery,2007.0,3.84,0,1
0,Historical,2014.0,4.02,1,1
0,Nonfiction,2007.0,4.12,1,1
0,Nonfiction,2015.0,4.2,5,1
1,Fantasy,2011.0,3.62,0,1
0,Historical,2021.0,4.37,0,1
0,Historical,2007.0,3.78,0,1
0,Other,2007.0,4.5,0,1
0,Other,2007.0,3.9,0,0
0,Other,2005.0,4.0,0,0
1,Science Fiction,2009.0,3.68,2,1
0,Other,2005.0,4.44,0,1
1,Fantasy,2007.0,3.57,0,1
1,Other,2013.0,4.39,0,1
0,Other,2008.0,4.57,0,0
1,Media Tie In,2003.0,3.19,0,1
0,Other,2006.0,4.41,0,1
0,Fiction,2002.0,3.62,0,1
0,Other,2007.0,3.58,0,1
0,Other,2008.0,3.35,0,1
0,Other,2010.0,5.0,0,0
1,Science Fiction,2008.0,3.43,0,0
0,Other,2009.0,4.42,0,1
0,Other,2009.0,4.57,0,0
0,Other,2009.0,4.45,0,1
0,Childrens,2008.0,4.28,0,1
0,Fiction,2008.0,3.97,3,1
0,Fantasy,2007.0,3.93,1,1
0,Fiction,2005.0,3.7,0,1
0,Other,2009.0,3.33,0,1
0,Fiction,2008.0,3.22,0,1
0,Other,2007.0,4.29,0,1
0,Other,2010.0,4.29,0,1
0,Other,2006.0,5.0,0,0
1,Other,2012.0,3.83,0,1
0,Historical,2009.0,3.51,1,1
1,Fiction,2009.0,4.04,0,1
1,Thriller,2010.0,4.4,1,1
0,Other,2010.0,4.63,0,0
0,Fiction,2009.0,3.87,2,1
0,Other,2006.0,3.5,0,1
0,Other,2010.0,3.68,0,1
1,Fantasy,2008.0,3.87,0,1
0,Other,2016.0,3.67,0,0
1,Fantasy,2005.0,3.96,0,1
0,Other,2004.0,4.26,3,1
0,Other,2009.0,4.67,0,1
1,Fiction,2007.0,3.92,4,1
0,Other,2010.0,4.37,0,1
0,Fantasy,2009.0,4.05,0,0
0,Other,2010.0,4.52,0,1
0,Other,2010.0,3.73,0,1
0,Other,2010.0,3.75,1,0
0,Other,2009.0,4.67,0,0
0,Other,2011.0,5.0,0,1
1,Science Fiction,2010.0,4.41,0,1
1,Other,2005.0,4.49,1,1
0,Fantasy,2009.0,3.29,0,1
1,Fantasy,2008.0,4.15,0,1
0,Other,2011.0,4.4,0,1
0,Historical,2010.0,3.74,5,1
0,Other,2010.0,4.03,0,1
0,Other,2011.0,3.62,0,1
1,Fantasy,2011.0,3.79,0,1
0,Other,2011.0,4.0,0,1
1,Fantasy,2007.0,3.48,0,0
0,Other,2005.0,3.7,0,1
0,Other,2010.0,4.11,0,0
0,Other,2011.0,4.38,0,1
0,Fiction,2006.0,3.59,0,1
0,Fiction,2011.0,3.53,1,1
0,Mystery,2010.0,4.09,2,1
0,Fantasy,2009.0,3.74,0,1
0,Religion,2008.0,3.89,0,1
0,Young Adult,2011.0,3.43,0,1
1,Other,2011.0,3.68,0,1
0,Other,2010.0,3.84,0,1
0,Other,2011.0,4.01,0,1
0,Fantasy,2011.0,3.17,0,1
0,Other,2011.0,4.65,0,1
0,Other,2009.0,4.15,2,1
0,Fiction,2006.0,3.53,2,0
0,Fiction,2008.0,3.57,0,1
1,Thriller,2011.0,3.59,0,1
0,Other,2010.0,3.67,0,1
0,Other,2011.0,4.5,0,1
0,Fiction,2009.0,3.5,0,1
0,Other,2007.0,4.0,0,1
0,Other,2011.0,4.26,0,1
1,Mystery,2006.0,4.1,0,1
1,Fantasy,2011.0,4.16,0,1
0,Short Stories,2009.0,4.0,0,1
0,Other,2012.0,3.11,0,0
1,Other,2011.0,5.0,0,1
0,Fiction,2011.0,3.75,0,1
1,Science Fiction,2010.0,3.94,0,1
0,Other,2005.0,4.81,0,1
0,Other,2011.0,4.13,0,1
0,Other,2011.0,3.81,0,0
0,Other,2010.0,4.17,0,1
1,Fantasy,2012.0,4.48,0,1
0,Other,2011.0,4.0,0,1
1,Science Fiction,2011.0,3.82,0,1
1,Nonfiction,2003.0,3.82,0,1
0,Other,2009.0,3.27,0,1
0,Other,2010.0,4.4,0,1
0,Nonfiction,2011.0,3.66,0,1
0,Other,2012.0,4.31,0,0
1,Fantasy,2006.0,3.86,0,1
1,Other,2011.0,2.75,0,1
0,Other,2012.0,4.0,0,1
0,Other,2011.0,4.25,0,0
0,Other,2001.0,3.13,0,0
0,Other,2010.0,3.32,0,1
1,Young Adult,2008.0,3.97,0,1
0,Romance,2014.0,3.9,0,1
0,Other,2010.0,4.59,0,1
0,Other,2012.0,3.77,0,1
1,Other,2012.0,4.0,0,1
0,Other,2012.0,4.12,0,1
0,Science Fiction,2012.0,3.22,4,1
0,Other,2012.0,3.8,0,1
0,Other,2011.0,5.0,0,1
1,Fantasy,2010.0,4.16,5,1
0,Fiction,2002.0,3.68,0,1
0,Other,2010.0,2.82,0,1
0,Other,2012.0,4.43,0,1
0,Other,2011.0,5.0,0,1
0,Historical,2001.0,3.73,0,1
1,Romance,2011.0,3.78,0,1
0,Other,2005.0,3.64,0,1
0,Other,2012.0,3.43,0,1
1,Other,2011.0,4.6,0,1
0,Fiction,2009.0,3.55,0,1
0,Other,2012.0,4.66,0,1
0,Other,2001.0,3.67,0,1
0,Other,2010.0,5.0,0,1
1,Horror,2012.0,3.96,0,1
0,Fiction,2012.0,3.9,0,1
1,Fantasy,2012.0,4.47,1,1
1,Young Adult,2012.0,3.64,0,1
0,Other,2012.0,4.84,0,1
0,Romance,2011.0,4.56,0,1
0,Other,2012.0,3.0,0,1
0,Mystery,2010.0,3.95,5,1
1,Sequential Art,2009.0,3.9,0,1
0,Other,2012.0,4.5,0,1
1,Other,2011.0,5.0,0,1
1,Fiction,2009.0,3.5,1,1
0,Other,2012.0,3.43,0,1
0,Other,2010.0,3.25,0,0
0,Science,2010.0,4.25,0,1
0,Other,2012.0,4.0,0,1
0,Other,2012.0,4.09,0,1
0,Other,2012.0,4.0,0,1
0,Other,2012.0,3.98,0,1
0,Other,2005.0,3.15,0,0
0,Other,2011.0,4.19,0,1
0,Other,2012.0,2.72,0,1
0,Other,2010.0,5.0,0,1
0,Other,2010.0,3.8,0,0
0,Nonfiction,2008.0,4.0,0,1
0,Other,2011.0,4.0,0,1
0,Romance,2010.0,3.7,0,0
0,Biography,2012.0,3.8,0,1
0,Other,2012.0,4.33,0,1
