series,genre,date_published,rate,award,english_lan
1,Fantasy,2011.0,3.98,5,1
0,Nonfiction,2007.0,3.87,2,1
1,Historical,2005.0,4.21,0,1
0,Fiction,2010.0,3.96,5,1
1,Fantasy,2011.0,4.41,2,1
0,Historical,2011.0,4.41,5,1
1,Fantasy,2010.0,4.6,4,1
0,Nonfiction,2012.0,3.48,0,0
1,Historical,2009.0,3.88,2,1
0,Nonfiction,2006.0,3.88,0,1
0,Nonfiction,2008.0,4.05,0,1
1,Fantasy,2012.0,4.44,2,1
0,Young Adult,2013.0,4.0,5,1
0,Fiction,2002.0,3.91,5,1
0,Historical,2004.0,3.79,0,1
0,Fiction,2015.0,4.31,5,1
1,History,2005.0,3.9,3,1
0,History,2006.0,4.05,1,1
1,Romance,2013.0,4.25,1,1
1,Fiction,2008.0,3.83,4,1
1,Fantasy,2011.0,3.91,5,1
1,Fantasy,2008.0,4.04,1,1
0,Nonfiction,2003.0,3.62,2,1
0,Fiction,2005.0,3.76,5,1
1,Fiction,2003.0,3.44,0,1
1,Young Adult,2005.0,3.85,5,1
1,Fantasy,2005.0,3.89,5,1
0,Fantasy,2013.0,4.0,5,1
1,Historical,2010.0,3.87,5,1
1,Young Adult,2009.0,3.94,1,1
1,Fantasy,2011.0,4.09,1,1
0,Fiction,2010.0,3.67,5,1
0,Fiction,2002.0,3.96,4,1
0,Fiction,2009.0,3.92,5,1
0,Nonfiction,2002.0,3.64,2,1
1,Fantasy,2001.0,3.96,5,1
1,Fiction,2011.0,3.92,4,1
0,Historical,2007.0,3.75,1,1
0,Other,2003.0,3.73,0,1
1,Horror,2010.0,4.02,2,1
0,Historical,2007.0,4.19,5,1
0,Fiction,2007.0,3.71,5,1
1,Fantasy,2010.0,4.31,3,1
0,History,2014.0,3.66,0,1
0,Mystery,2001.0,4.12,5,1
0,Historical,2009.0,4.01,4,1
0,Fiction,2009.0,3.8,4,1
0,Fiction,2006.0,4.3,5,1
0,Mystery,2004.0,4.06,4,1
0,Fiction,2007.0,3.81,5,1
1,Fantasy,2003.0,3.86,5,1
0,Fiction,2007.0,3.93,4,1
1,Fantasy,2011.0,4.53,5,1
0,Fiction,2010.0,3.71,2,1
0,Nonfiction,2005.0,3.74,1,1
0,Fiction,2008.0,4.12,2,1
0,Fiction,2015.0,3.94,5,1
1,Fantasy,2006.0,4.44,2,1
1,Young Adult,2012.0,3.96,4,1
1,Romance,2011.0,3.66,3,1
1,Young Adult,2009.0,4.29,2,1
1,Fantasy,2011.0,4.41,2,1
1,Horror,2007.0,4.02,1,1
1,Young Adult,2010.0,3.64,5,1
1,Fiction,2009.0,4.03,5,1
0,History,2006.0,4.22,4,1
1,Fantasy,2011.0,4.0,2,1
1,Young Adult,2012.0,4.4,5,1
0,Nonfiction,2004.0,4.04,3,1
0,Fiction,2005.0,3.59,5,1
0,Historical,2002.0,3.98,5,1
0,Nonfiction,2004.0,3.74,1,1
1,Young Adult,2010.0,4.31,3,1
0,Historical,2009.0,3.78,0,1
1,Romance,2011.0,3.83,0,1
1,Young Adult,2009.0,3.93,5,1
1,Fantasy,2005.0,3.54,0,1
1,Historical,2006.0,4.41,3,1
0,Fiction,2006.0,3.62,2,1
0,Fiction,2002.0,3.7,0,1
0,Young Adult,2010.0,3.89,5,1
1,Horror,2006.0,3.96,1,1
0,Fantasy,2006.0,3.91,2,1
1,Nonfiction,2006.0,4.13,0,1
1,Other,2006.0,4.0,1,1
1,Young Adult,2010.0,4.36,1,1
0,Other,2012.0,3.52,0,1
0,Young Adult,2013.0,4.0,5,1
1,Young Adult,2014.0,3.96,5,1
1,Fiction,2013.0,3.76,5,1
1,Fantasy,2010.0,4.08,5,1
0,Mystery,2006.0,3.99,4,1
1,Fantasy,2011.0,4.44,3,1
1,Romance,2005.0,4.16,7,1
0,Sequential Art,2003.0,4.03,6,1
0,Historical,2015.0,4.4,5,1
1,Fantasy,2004.0,4.0,0,1
1,Nonfiction,2012.0,4.05,3,1
0,Young Adult,2007.0,4.07,5,1
0,History,2001.0,4.1,4,1
0,Nonfiction,2005.0,3.84,1,1
0,Fiction,2013.0,4.05,4,1
0,Fiction,2012.0,4.03,5,1
0,Fiction,2007.0,3.59,4,1
0,Nonfiction,2005.0,4.13,0,1
1,Fantasy,2008.0,4.05,0,1
1,Historical,2004.0,4.01,0,1
0,Mystery,2009.0,4.07,5,1
0,Romance,2009.0,4.15,1,1
0,Horror,2006.0,3.66,0,1
1,Young Adult,2012.0,4.11,2,1
0,Fiction,2014.0,4.05,5,1
0,Science Fiction,2008.0,4.13,5,1
1,Young Adult,2017.0,4.5,5,1
1,Fiction,2010.0,3.94,0,1
0,Nonfiction,2010.0,4.15,5,1
0,Fiction,2012.0,3.31,1,1
0,Fantasy,2008.0,4.03,5,1
0,Romance,2006.0,4.03,0,1
0,Fiction,2011.0,3.82,5,1
0,Nonfiction,2004.0,3.71,0,1
0,Fiction,2006.0,3.55,0,1
0,Historical,2015.0,4.57,3,1
1,Young Adult,2010.0,3.82,1,1
1,Fantasy,2010.0,3.87,0,1
0,Fiction,2012.0,4.02,2,1
1,Fantasy,2004.0,3.93,0,1
0,Fiction,2019.0,3.85,5,1
0,History,2005.0,3.91,0,1
1,Young Adult,2011.0,3.77,0,1
0,Other,2015.0,3.51,0,1
1,Fantasy,2012.0,4.45,1,1
1,Fantasy,2007.0,4.25,1,1
1,Fantasy,2011.0,3.51,0,1
0,Young Adult,2006.0,4.22,5,1
0,Fiction,2009.0,3.94,3,1
0,Womens Fiction,2006.0,3.86,0,1
0,Fiction,2010.0,3.95,3,0
1,Mystery,2008.0,4.0,1,1
1,Fantasy,2016.0,4.52,1,1
1,Fantasy,2014.0,4.34,0,1
0,Nonfiction,2009.0,4.02,5,1
0,Horror,2013.0,3.34,0,0
0,Fiction,2015.0,3.79,0,1
0,Other,2018.0,3.5,0,1
1,Science Fiction,2006.0,3.94,1,1
1,Historical,2012.0,4.34,1,1
1,Other,2014.0,3.66,0,1
0,Thriller,2019.0,4.6,0,1
0,Other,2012.0,4.0,0,1
0,Other,2006.0,3.98,5,1
1,Science Fiction,2015.0,3.43,0,0
1,Fiction,2011.0,3.93,5,1
1,Young Adult,2011.0,4.1,1,1
0,Fiction,2005.0,4.55,0,1
0,Womens Fiction,2006.0,3.84,0,1
1,Fiction,2011.0,4.08,1,1
0,Science Fiction,2006.0,4.02,2,1
0,Poetry,2012.0,3.61,1,1
0,Fiction,2007.0,3.74,0,1
1,Fiction,2013.0,3.98,5,1
0,Nonfiction,2014.0,4.13,5,1
1,Young Adult,2004.0,4.14,5,1
0,Nonfiction,2014.0,3.64,0,1
0,Other,2004.0,3.82,0,1
0,Other,2014.0,3.54,0,1
0,Fiction,2002.0,3.57,1,1
0,Romance,2005.0,4.03,0,1
1,Mystery,2004.0,3.91,5,1
0,Biography,2004.0,4.0,0,1
1,Young Adult,2012.0,4.12,0,1
1,Fantasy,2011.0,4.26,2,1
0,Fiction,2006.0,3.71,4,1
0,Fantasy,2008.0,4.09,5,1
1,Fantasy,2014.0,3.87,0,1
1,Fantasy,2008.0,4.48,0,1
0,Fiction,2014.0,3.83,5,1
0,Fiction,2007.0,3.75,1,1
1,Thriller,2009.0,4.17,0,1
0,Fiction,2018.0,4.46,3,1
0,Fiction,2005.0,3.79,5,1
1,Fantasy,2007.0,4.17,3,1
0,Fiction,2010.0,3.45,2,1
0,Fiction,2008.0,3.98,1,1
0,Fiction,2008.0,4.14,5,1
0,Fiction,2010.0,3.99,3,1
1,Fiction,2014.0,4.32,2,1
0,Fiction,2002.0,3.82,0,1
1,Fiction,2015.0,4.41,4,1
1,Fiction,2006.0,3.8,0,1
0,Fiction,2011.0,4.08,1,1
1,Young Adult,2010.0,4.2,4,1
0,Mystery,2005.0,4.01,0,1
1,Science Fiction,2011.0,4.11,0,1
0,Young Adult,2009.0,4.05,4,1
0,Fiction,2008.0,3.93,3,1
0,Nonfiction,2013.0,3.95,2,1
1,Womens Fiction,2006.0,3.93,0,1
1,Fiction,2017.0,3.87,1,1
0,Science Fiction,2006.0,3.89,5,1
0,Fiction,2009.0,3.72,2,1
0,Fiction,2017.0,4.32,0,1
0,Fiction,2010.0,3.55,3,1
0,Fantasy,2006.0,3.72,1,1
1,Mystery,2007.0,4.17,1,1
1,Fantasy,2015.0,4.21,1,1
0,Fiction,2007.0,3.72,1,1
1,Fantasy,2008.0,4.35,0,1
1,Fantasy,2009.0,4.37,0,1
1,Fantasy,2009.0,4.25,1,1
0,Historical,2013.0,3.64,0,1
1,Other,2004.0,3.97,0,1
0,Young Adult,2010.0,4.0,5,1
1,Mystery,2009.0,3.82,5,1
1,Nonfiction,2005.0,4.16,0,1
1,Fantasy,2009.0,4.27,1,1
0,Historical,2001.0,3.82,1,1
0,Nonfiction,2003.0,4.24,5,1
1,Fantasy,2010.0,4.05,0,1
0,Fiction,2005.0,3.83,5,1
1,Mystery,2006.0,4.14,0,1
0,Fiction,2003.0,3.16,4,1
1,Mystery,2005.0,4.06,1,1
1,Fantasy,2008.0,4.21,2,1
0,Fiction,2004.0,4.28,4,1
1,Fantasy,2004.0,4.19,0,1
1,Thriller,2006.0,4.16,0,1
1,Mystery,2007.0,3.89,5,1
0,Thriller,2001.0,3.96,0,1
1,Fiction,2012.0,4.08,1,1
1,Fantasy,2002.0,4.29,0,1
0,Fiction,2006.0,3.89,3,1
0,Young Adult,2009.0,3.92,5,1
0,Nonfiction,2007.0,4.05,0,1
0,Other,2011.0,3.51,0,1
0,Romance,2007.0,4.0,0,1
0,Fiction,2005.0,3.48,0,1
0,Nonfiction,2008.0,3.66,1,1
0,Womens Fiction,2009.0,3.84,2,1
1,Fantasy,2012.0,4.04,1,1
1,Thriller,2006.0,4.21,1,1
1,Historical,2008.0,3.96,0,1
0,Thriller,2002.0,4.13,0,1
0,Fiction,2006.0,3.67,1,1
0,Fiction,2010.0,2.8,3,1
0,Fiction,2003.0,3.95,0,1
0,Fiction,2012.0,3.98,4,1
1,Young Adult,2011.0,4.14,0,1
0,Other,2019.0,4.18,0,1
0,Other,2015.0,3.92,1,1
0,Science Fiction,2013.0,4.15,0,1
0,Fiction,2016.0,3.97,3,1
1,Romance,2010.0,3.91,0,1
1,Other,2018.0,4.0,0,1
0,Other,2014.0,4.8,0,0
0,Other,2008.0,4.59,0,1
0,Fiction,2011.0,3.81,0,0
0,Other,2010.0,3.71,0,1
1,Young Adult,2014.0,4.44,0,1
1,Fiction,2008.0,4.12,1,1
1,Other,2014.0,3.81,2,1
1,Fantasy,2011.0,3.68,0,1
0,Other,2013.0,3.95,0,1
0,Fantasy,2011.0,4.31,5,1
0,Other,2017.0,4.27,3,1
0,Young Adult,2012.0,4.29,2,1
1,Fiction,2006.0,3.72,0,1
0,Mystery,2003.0,4.1,0,1
0,Fiction,2004.0,3.8,0,1
0,Other,2015.0,3.85,0,1
1,Other,2014.0,4.46,0,1
1,Science Fiction,2009.0,4.16,0,1
0,Romance,2015.0,4.02,0,1
0,Fiction,2007.0,3.74,2,1
0,Historical,2005.0,3.83,0,1
1,Fantasy,2011.0,4.06,3,1
0,Fiction,2007.0,3.66,1,1
1,Thriller,2014.0,3.96,0,1
0,Nonfiction,2007.0,3.74,1,1
0,Biography,2006.0,4.24,0,1
0,Fiction,2011.0,3.85,1,1
0,Fiction,2011.0,3.82,0,1
0,History,2003.0,4.26,0,1
1,Young Adult,2012.0,4.23,0,1
0,Nonfiction,2010.0,3.96,1,1
0,Nonfiction,2008.0,4.19,5,1
1,Young Adult,2010.0,3.86,3,1
1,Romance,2014.0,3.93,0,1
1,Fantasy,2008.0,4.29,0,1
0,Fiction,2004.0,4.26,3,1
0,Nonfiction,2010.0,4.27,5,1
1,Fantasy,2012.0,4.57,0,1
0,Nonfiction,2013.0,3.57,0,1
0,Fiction,2007.0,3.7,2,1
0,Fiction,2013.0,3.84,4,1
1,Young Adult,2008.0,3.91,0,1
1,Historical,2008.0,4.36,1,1
1,Young Adult,2012.0,4.15,2,1
1,Historical,2007.0,3.61,1,1
1,Young Adult,2009.0,4.21,1,1
1,Romance,2012.0,4.04,5,1
1,Young Adult,2011.0,4.07,1,1
1,Romance,2012.0,4.23,1,1
1,Young Adult,2010.0,4.29,1,1
0,Historical,2008.0,3.58,1,1
0,Fiction,2009.0,3.39,4,1
1,Other,2006.0,3.88,0,1
0,Fiction,2008.0,3.03,0,1
1,Young Adult,2011.0,3.91,0,1
1,Fantasy,2011.0,3.91,0,1
0,Historical,2010.0,4.41,1,1
1,Sequential Art,2012.0,4.17,12,1
1,Horror,2007.0,3.88,0,1
1,Historical,2005.0,3.88,0,1
1,Fantasy,2017.0,4.13,5,1
0,Nonfiction,2014.0,4.13,5,1
0,Young Adult,2013.0,4.09,5,1
0,Fiction,2019.0,4.11,5,1
1,Fantasy,2012.0,4.27,1,1
1,Young Adult,2015.0,4.23,5,1
0,Mystery,2007.0,3.95,2,1
0,Historical,2017.0,4.28,5,1
1,Science Fiction,2013.0,3.97,5,1
1,Romance,2011.0,4.03,0,1
1,Mystery,2009.0,3.98,2,1
1,Romance,2011.0,4.0,1,1
0,Fiction,2003.0,3.7,5,1
1,Science Fiction,2007.0,4.1,3,1
0,Fiction,2006.0,3.11,0,1
0,Fiction,2011.0,3.51,2,1
1,Fiction,2008.0,3.9,5,0
0,Fantasy,2008.0,3.96,2,1
0,Fiction,2011.0,3.36,1,1
0,Fiction,2017.0,4.26,5,1
0,Fiction,2007.0,3.54,0,1
1,Young Adult,2010.0,3.91,1,1
0,Fiction,2004.0,3.68,0,1
0,Fiction,2014.0,3.89,5,1
0,Fantasy,2011.0,4.06,5,1
0,Thriller,2011.0,3.87,1,0
0,Nonfiction,2016.0,4.45,4,1
1,Fiction,2009.0,3.77,5,1
0,Sequential Art,2009.0,4.04,4,1
1,Historical,2010.0,4.09,4,1
1,Young Adult,2012.0,3.92,5,1
1,Young Adult,2012.0,3.98,2,1
0,History,2014.0,4.06,3,1
1,Science Fiction,2014.0,4.06,5,1
0,Historical,2008.0,4.04,3,1
0,Fiction,2005.0,3.63,0,1
0,Romance,2013.0,4.24,0,1
0,Mystery,2011.0,3.43,0,1
0,Historical,2002.0,4.07,0,1
0,Fiction,2013.0,4.01,3,1
0,Horror,2001.0,3.68,0,1
1,Fantasy,2007.0,3.79,0,1
1,Young Adult,2004.0,3.79,1,1
1,Young Adult,2012.0,3.56,0,0
0,Historical,2010.0,3.88,2,1
0,Fiction,2007.0,3.85,2,1
1,Historical,2014.0,4.53,2,1
1,Mystery,2003.0,4.23,1,1
1,History,2008.0,4.14,0,1
0,History,2005.0,4.15,3,1
1,Historical,2009.0,4.11,0,1
1,Nonfiction,2013.0,4.33,5,1
1,Fantasy,2004.0,3.77,5,1
0,Fiction,2006.0,3.37,0,1
0,Fiction,2009.0,4.01,3,1
1,Childrens,2012.0,4.25,5,1
1,Fantasy,2006.0,4.38,0,1
0,Other,2011.0,4.27,0,1
0,Fiction,2013.0,3.95,2,1
1,Fantasy,2007.0,4.05,0,1
1,Thriller,2008.0,3.92,0,1
0,Fiction,2006.0,4.0,4,1
0,Other,2012.0,3.97,0,1
0,History,2012.0,3.84,5,1
0,Thriller,2013.0,4.07,0,1
0,Fiction,2015.0,4.21,0,1
0,Nonfiction,2017.0,3.58,0,1
0,Fiction,2020.0,4.22,0,1
0,Other,2011.0,3.55,0,1
1,Fiction,2008.0,4.03,5,1
0,Romance,2013.0,4.15,2,1
1,Romance,2020.0,4.02,0,1
1,Young Adult,2011.0,3.97,0,1
0,Other,2009.0,3.95,0,1
1,Romance,2021.0,4.36,0,1
0,Fiction,2006.0,3.85,0,1
0,Fiction,2011.0,3.67,3,1
1,Fantasy,2017.0,4.19,3,1
1,Fantasy,2011.0,3.85,3,1
1,Mystery,2008.0,4.14,5,1
1,Fantasy,2006.0,4.09,2,1
1,Mystery,2006.0,3.89,0,0
1,Fantasy,2012.0,3.67,0,1
0,Biography,2010.0,4.08,1,1
1,Fantasy,2006.0,4.18,3,1
1,Sequential Art,2013.0,4.5,7,1
0,Fiction,2011.0,3.5,5,1
0,Short Stories,2008.0,3.81,2,1
0,Other,2008.0,3.45,0,1
1,Fantasy,2011.0,4.13,0,1
0,Childrens,2012.0,4.43,0,1
0,Nonfiction,2017.0,4.26,0,1
0,Fiction,2020.0,4.63,0,1
1,Other,2013.0,4.03,0,1
0,Mystery,2012.0,3.88,0,1
0,Other,2011.0,3.97,0,1
0,Fiction,2010.0,3.5,0,0
1,Other,2014.0,4.22,0,1
1,Fantasy,2015.0,3.79,0,1
0,Historical,2013.0,4.0,5,1
0,Fiction,2016.0,4.0,0,1
0,Other,2014.0,4.29,0,0
0,Nonfiction,2015.0,3.87,2,1
0,Other,2016.0,4.42,0,0
0,Other,2015.0,4.0,0,0
0,Nonfiction,2020.0,4.56,0,1
0,Other,2009.0,4.41,0,0
0,Other,2015.0,4.71,0,1
1,Historical,2006.0,4.07,1,1
0,Fiction,2007.0,4.11,0,1
1,Other,2013.0,4.44,0,1
1,Fantasy,2013.0,3.99,0,1
0,Other,2017.0,3.74,0,0
1,Science Fiction,2006.0,3.91,5,1
0,Fiction,2011.0,3.69,3,1
0,Science Fiction,2017.0,4.02,0,1
1,Fantasy,2012.0,3.46,0,1
1,Fantasy,2020.0,4.54,0,0
0,Other,2014.0,4.38,0,1
0,Other,2011.0,4.13,0,1
1,Fantasy,2015.0,3.87,1,1
0,Other,2012.0,3.64,0,1
1,Fiction,2014.0,4.02,0,1
0,Romance,2014.0,4.19,0,1
1,Historical,2011.0,4.11,1,1
0,Science Fiction,2012.0,3.53,5,1
1,Historical,2006.0,3.91,1,1
1,Other,2014.0,3.85,0,1
0,Fiction,2006.0,3.71,1,1
1,Fiction,2013.0,3.89,0,1
0,Fiction,2009.0,3.85,0,1
1,Fantasy,2007.0,4.37,0,1
1,Young Adult,2010.0,3.74,5,1
1,Other,2011.0,3.96,0,1
0,Historical,2016.0,4.09,4,1
1,Other,2014.0,3.94,0,1
0,Other,2014.0,4.48,0,1
1,Fantasy,2015.0,3.47,0,1
1,Mystery,2005.0,4.13,0,1
1,Romance,2013.0,4.11,0,1
1,Young Adult,2006.0,4.22,5,1
1,Fantasy,2016.0,3.56,3,1
1,Young Adult,2012.0,3.58,0,1
0,Other,2011.0,4.38,0,1
0,Fiction,2007.0,3.6,2,1
1,Fantasy,2014.0,3.95,0,0
1,Horror,2003.0,4.02,1,1
0,Fantasy,2019.0,3.84,3,1
1,Romance,2013.0,3.63,0,1
1,Fantasy,2006.0,4.11,0,1
1,Thriller,2008.0,4.11,1,1
0,Biography,2009.0,4.24,0,1
1,Young Adult,2011.0,3.9,5,1
1,Fiction,2006.0,3.88,4,1
1,Fiction,2010.0,4.24,0,1
0,Other,2013.0,4.39,0,1
1,Fantasy,2009.0,4.15,3,1
0,Other,2013.0,4.19,0,1
1,Thriller,2010.0,3.91,0,1
0,Nonfiction,2014.0,4.05,0,1
0,Other,2010.0,4.57,0,0
0,Science,2009.0,4.14,1,1
1,Womens Fiction,2004.0,3.78,0,1
0,Other,2015.0,4.76,0,1
0,Other,2014.0,3.93,0,1
1,Other,2014.0,3.69,0,1
1,Horror,2003.0,3.86,0,1
1,Romance,2013.0,3.71,0,1
1,Historical,2014.0,3.61,4,1
0,Science,2010.0,4.35,0,1
0,Other,2015.0,4.4,0,1
0,Fiction,2004.0,4.34,0,1
0,Religion,2003.0,4.29,0,1
1,Fantasy,2006.0,4.09,3,1
1,Mystery,2010.0,3.93,2,1
0,Other,2014.0,4.42,0,1
0,Other,2010.0,4.4,0,1
0,Fiction,2011.0,3.39,3,1
0,Other,2015.0,4.44,0,1
0,Historical,2011.0,4.01,3,1
0,Fiction,2007.0,3.5,0,1
1,Historical,2004.0,3.63,4,1
1,Fantasy,2015.0,4.11,1,1
0,Short Stories,2001.0,3.83,2,1
1,Horror,2012.0,3.78,1,1
0,Nonfiction,2016.0,4.47,0,1
0,Fiction,2007.0,3.51,2,1
1,Fiction,2014.0,4.15,1,1
0,Other,2010.0,3.57,0,1
1,Fantasy,2011.0,4.39,2,1
0,Horror,2009.0,4.14,0,1
0,Fiction,2007.0,3.25,0,1
0,Nonfiction,2011.0,3.67,1,1
1,Other,2014.0,4.06,0,1
0,Fiction,2012.0,3.89,5,1
0,Romance,2006.0,3.94,1,1
0,Nonfiction,2009.0,4.19,1,1
1,Young Adult,2009.0,3.95,1,1
0,Fiction,2011.0,3.72,3,1
1,Fantasy,2013.0,4.13,2,1
1,Fantasy,2014.0,3.73,0,1
1,Other,2014.0,4.62,0,1
1,Biography,2002.0,4.12,1,1
0,Nonfiction,2007.0,4.18,0,1
1,Young Adult,2012.0,4.33,1,1
0,Fiction,2010.0,3.83,1,1
0,Fantasy,2007.0,3.81,0,1
1,Other,2014.0,4.62,0,1
1,Thriller,2005.0,4.12,3,1
0,Fiction,2009.0,3.95,1,0
0,Fiction,2012.0,3.7,2,0
1,Sequential Art,2004.0,4.17,0,1
1,Thriller,2006.0,4.14,0,1
0,Science Fiction,2014.0,3.7,5,1
0,Young Adult,2004.0,3.59,5,1
0,Other,2014.0,4.36,0,1
1,Fiction,2005.0,4.09,3,1
0,Fiction,2014.0,3.86,5,1
1,Science Fiction,2013.0,4.32,0,1
1,Young Adult,2009.0,3.6,2,1
1,Horror,2012.0,4.22,1,1
1,Fantasy,2008.0,4.3,1,1
1,Thriller,2007.0,4.18,2,1
0,Fiction,2011.0,3.85,2,1
1,Young Adult,2010.0,3.63,1,1
1,Science Fiction,2008.0,4.08,2,1
1,Fantasy,2010.0,4.42,3,1
0,Fiction,2005.0,3.91,5,1
0,Nonfiction,2005.0,4.23,4,1
1,Fantasy,2009.0,4.26,0,1
0,Nonfiction,2007.0,4.29,2,1
1,Fantasy,2007.0,3.77,0,1
0,Biography,2011.0,4.1,5,1
1,Mystery,2009.0,3.98,1,1
0,Nonfiction,2018.0,4.5,4,1
1,Young Adult,2006.0,3.76,0,1
1,Fantasy,2005.0,4.1,0,1
1,Fiction,2011.0,4.08,0,1
0,Fiction,2009.0,3.54,5,1
1,Thriller,2012.0,3.93,1,1
0,Fiction,2007.0,3.96,1,1
1,Mystery,2004.0,3.72,5,1
0,Nonfiction,2007.0,3.48,2,1
0,Fantasy,2015.0,3.54,5,1
0,Sequential Art,2009.0,4.05,4,1
1,Fantasy,2010.0,4.36,2,1
0,Fiction,2017.0,4.34,0,1
1,Fantasy,2006.0,3.96,1,1
1,Young Adult,2011.0,3.68,0,1
0,Nonfiction,2009.0,4.26,5,1
0,Fiction,2015.0,4.05,1,1
1,History,2011.0,3.9,3,1
1,Fantasy,2010.0,4.43,0,1
0,Fiction,2012.0,3.93,5,1
0,Other,2008.0,4.11,0,1
1,Sequential Art,2009.0,4.44,0,1
1,Fantasy,2003.0,4.39,0,1
0,Historical,2013.0,3.88,4,1
1,Childrens,2010.0,3.9,1,1
0,Fantasy,2006.0,3.87,3,1
1,Fantasy,2009.0,4.4,0,1
0,Fiction,2004.0,3.8,0,1
1,Fantasy,2006.0,4.02,3,1
1,Science Fiction,2010.0,4.23,5,1
1,Historical,2010.0,4.12,1,1
1,Fiction,2008.0,3.77,0,1
1,Fantasy,2007.0,3.82,0,1
0,Fiction,2003.0,3.79,0,1
0,Fiction,2009.0,3.6,1,1
0,Historical,2017.0,4.37,1,1
1,Fantasy,2013.0,4.5,2,1
1,Fantasy,2015.0,4.27,5,1
0,Other,2008.0,3.73,0,1
0,Historical,2003.0,3.75,0,1
1,Sequential Art,2010.0,4.25,5,1
1,Romance,2012.0,4.08,2,1
1,Fantasy,2009.0,4.15,0,1
0,Other,2003.0,4.23,1,1
1,Fantasy,2011.0,4.06,3,1
0,Other,2005.0,3.95,1,1
0,Nonfiction,2009.0,3.78,1,1
0,Romance,2011.0,3.99,1,1
1,Fantasy,2002.0,3.74,0,1
1,Fantasy,2008.0,4.28,1,1
0,Nonfiction,2005.0,3.74,0,1
1,Young Adult,2009.0,3.94,1,1
0,Science,2005.0,4.13,1,1
1,Mystery,2006.0,4.12,0,1
1,Fantasy,2012.0,3.92,5,1
1,Fantasy,2009.0,3.75,1,1
0,Fiction,2014.0,3.68,4,1
0,Nonfiction,2007.0,3.8,0,1
0,Biography,2013.0,3.83,0,1
1,Fantasy,2012.0,4.31,1,1
1,Horror,2013.0,4.08,5,1
1,Mystery,2002.0,3.91,1,1
1,Fantasy,2004.0,4.17,5,1
0,Young Adult,2009.0,3.9,5,1
1,Science Fiction,2008.0,3.98,5,1
0,Historical,2016.0,4.46,5,1
1,Science Fiction,2011.0,4.23,2,1
1,Fantasy,2015.0,4.03,5,1
1,Mystery,2009.0,4.03,0,1
1,Mystery,2009.0,4.18,1,1
0,Historical,2011.0,4.11,5,1
0,Fiction,2006.0,3.46,1,1
1,Other,2007.0,3.89,0,1
1,Fantasy,2010.0,4.34,1,1
0,Historical,2007.0,4.06,0,1
0,Romance,2015.0,4.21,1,1
0,Young Adult,2015.0,4.14,5,1
1,Other,2011.0,4.02,0,1
0,Fiction,2007.0,4.0,0,1
1,Fantasy,2004.0,4.08,1,1
1,Fantasy,2005.0,4.23,0,1
1,Mystery,2005.0,4.05,3,1
1,Young Adult,2005.0,4.11,5,1
0,Fiction,2009.0,3.71,2,1
1,Young Adult,2014.0,4.06,0,1
1,Fantasy,2012.0,4.31,4,1
0,Historical,2008.0,4.11,0,1
1,Fantasy,2014.0,4.2,1,1
1,Young Adult,2010.0,3.73,0,1
1,Fantasy,2006.0,3.65,0,1
1,Young Adult,2007.0,3.92,0,1
0,Historical,2007.0,4.1,5,1
1,Historical,2010.0,4.02,1,1
0,Other,2008.0,4.04,2,1
1,Fantasy,2003.0,3.84,0,1
1,Fantasy,2015.0,4.06,3,1
0,Nonfiction,2016.0,4.46,5,1
0,Nonfiction,2010.0,3.6,0,1
1,Young Adult,2013.0,3.92,0,1
1,Fantasy,2004.0,3.74,0,1
0,Historical,2012.0,4.13,0,1
0,Fiction,2007.0,3.98,0,1
1,Nonfiction,2009.0,4.12,0,1
0,Nonfiction,2012.0,4.27,1,1
1,Historical,2008.0,4.35,0,1
0,Fiction,2002.0,4.2,1,1
0,Other,2012.0,4.26,0,1
1,Fantasy,2003.0,4.27,0,1
1,Fantasy,2004.0,4.37,0,1
0,Fiction,2012.0,3.87,3,1
0,Fantasy,2008.0,3.9,0,0
0,Fiction,2004.0,3.93,1,1
0,Nonfiction,2015.0,4.07,3,1
1,Fantasy,2011.0,4.18,1,1
1,Fantasy,2010.0,4.15,1,0
0,Other,2006.0,4.13,3,1
0,Nonfiction,2013.0,3.76,3,1
1,Fantasy,2009.0,4.22,0,1
1,Young Adult,2012.0,3.87,0,1
0,Nonfiction,2003.0,3.67,0,1
1,Young Adult,2009.0,3.92,0,1
0,Nonfiction,2014.0,3.72,5,1
0,Fiction,2015.0,3.75,5,1
1,Fantasy,2007.0,4.23,1,1
1,Fantasy,2011.0,3.91,5,1
1,Romance,2014.0,4.31,0,1
1,Fantasy,2006.0,3.92,0,1
1,Fiction,2010.0,3.7,1,1
1,Fantasy,2002.0,3.9,0,1
1,Mystery,2008.0,3.85,0,1
0,Other,2010.0,3.91,4,1
1,Fantasy,2008.0,4.22,0,1
0,Biography,2010.0,4.18,3,1
1,Fantasy,2005.0,4.23,0,1
1,Fantasy,2014.0,4.02,5,1
1,Fantasy,2011.0,4.18,1,1
1,Fiction,2014.0,3.96,3,1
0,Nonfiction,2009.0,4.02,0,1
1,Fantasy,2003.0,4.19,2,1
1,Fantasy,2007.0,4.26,1,1
1,Young Adult,2011.0,4.13,0,1
0,Fiction,2006.0,3.42,2,1
0,Other,2007.0,3.97,0,1
0,Fiction,2008.0,3.75,1,1
1,Fantasy,2007.0,3.93,0,1
1,Young Adult,2006.0,4.14,0,1
